timestamp;total_power_import_kwh;total_power_export_kwh;active_power_w;active_voltage_l1_v;active_current_a;active_power_average_w;montly_power_peak_w;montly_power_peak_timestamp;total_gas_m3
2025-11-01:22:58:06;17942.299;3238.95;401;226.8;2.24;239;1955;2025-11-01:18:45:00;8729.905
2025-11-01:22:59:06;17942.305;3238.95;401;227.5;2.22;266;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:00:06;17942.312;3238.95;402;228.2;2.22;12;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:01:07;17942.317;3238.95;279;228.1;1.81;33;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:02:07;17942.323;3238.95;385;227.1;2.07;58;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:03:07;17942.33;3238.95;387;226.6;2.07;84;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:04:07;17942.336;3238.95;382;226.4;2.05;110;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:05:07;17942.342;3238.95;368;226.2;1.95;134;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:06:07;17942.349;3238.95;361;226.5;1.92;159;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:07:07;17942.354;3238.95;302;226.9;1.58;182;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:08:07;17942.358;3238.95;207;227.8;1.38;196;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:09:07;17942.361;3238.95;204;227.7;1.36;209;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:10:07;17942.365;3238.95;199;227.2;1.33;222;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:11:07;17942.368;3238.95;204;226.8;1.39;235;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:12:07;17942.371;3238.95;193;227.8;1.33;248;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:13:07;17942.374;3238.95;190;228;1.31;261;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:14:07;17942.377;3238.95;192;227.6;1.32;273;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:15:07;17942.381;3238.95;190;227.4;1.32;6;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:16:07;17942.384;3238.95;188;226.7;1.32;18;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:17:07;17942.387;3238.95;190;226.9;1.33;31;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:18:07;17942.39;3238.95;192;227.9;1.32;44;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:19:08;17942.393;3238.95;190;228.6;1.32;56;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:20:08;17942.396;3238.95;189;228.4;1.32;69;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:21:08;17942.4;3238.95;189;228.8;1.32;82;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:22:08;17942.403;3238.95;189;228.5;1.32;94;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:23:08;17942.406;3238.95;189;228.4;1.31;107;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:24:08;17942.409;3238.95;188;228.4;1.31;120;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:25:08;17942.412;3238.95;186;228.4;1.3;132;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:26:08;17942.415;3238.95;189;228.9;1.31;145;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:27:08;17942.418;3238.95;187;229.3;1.29;157;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:28:08;17942.422;3238.95;212;229.3;1.46;170;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:29:08;17942.425;3238.95;208;228.4;1.43;184;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:30:08;17942.429;3238.95;208;228.6;1.43;6;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:31:08;17942.432;3238.95;205;228.7;1.43;20;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:32:08;17942.436;3238.95;206;228.4;1.44;34;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:33:08;17942.439;3238.95;207;227.8;1.43;48;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:34:08;17942.442;3238.95;205;227.8;1.41;62;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:35:08;17942.446;3238.95;205;228.4;1.4;75;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:36:09;17942.449;3238.95;184;228;1.29;89;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:37:09;17942.452;3238.95;184;228;1.29;102;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:38:09;17942.456;3238.95;186;229;1.3;114;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:39:09;17942.459;3238.95;185;229.2;1.3;126;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:40:09;17942.462;3238.95;190;229.6;1.31;139;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:41:09;17942.465;3238.95;186;229.4;1.3;151;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:42:09;17942.47;3238.95;294;228.7;1.55;172;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:43:09;17942.475;3238.95;292;228.5;1.55;192;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:44:09;17942.48;3238.95;292;228.6;1.53;211;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:45:09;17942.485;3238.95;293;229.6;1.53;10;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:46:09;17942.49;3238.95;293;229.9;1.52;29;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:47:09;17942.494;3238.95;179;230.1;1.25;47;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:48:09;17942.497;3238.95;180;230.5;1.27;59;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:49:09;17942.5;3238.95;180;230.5;1.25;71;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:50:09;17942.504;3238.95;259;230.8;1.66;85;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:51:09;17942.508;3238.95;245;231.1;1.59;102;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:52:09;17942.512;3238.95;242;230.6;1.6;118;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:53:09;17942.516;3238.95;244;230.6;1.61;134;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:54:10;17942.52;3238.95;246;230.7;1.62;151;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:55:10;17942.524;3238.95;244;230.6;1.61;167;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:56:10;17942.528;3238.95;244;230.5;1.61;183;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:57:10;17942.532;3238.95;244;229.7;1.61;200;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:58:10;17942.537;3238.95;243;230.1;1.61;216;1955;2025-11-01:18:45:00;8729.905
2025-11-01:23:59:10;17942.541;3238.95;245;229.6;1.62;232;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:00:10;17942.545;3238.95;246;229.6;1.63;8;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:01:10;17942.549;3238.95;267;229.9;1.75;26;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:02:10;17942.554;3238.95;264;230.1;1.74;44;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:03:10;17942.558;3238.95;265;230.3;1.75;61;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:04:10;17942.562;3238.95;263;229.5;1.76;79;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:05:11;17942.567;3238.95;264;230;1.76;97;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:06:11;17942.571;3238.95;264;230;1.77;115;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:07:11;17942.576;3238.95;267;229.9;1.78;132;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:08:11;17942.58;3238.95;264;230.1;1.77;150;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:09:11;17942.584;3238.95;246;230.8;1.64;166;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:10:11;17942.588;3238.95;251;230.5;1.67;183;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:11:11;17942.593;3238.95;286;230.4;1.75;201;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:12:11;17942.598;3238.95;283;232.1;1.73;220;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:13:11;17942.602;3238.95;287;231.6;1.75;238;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:14:11;17942.607;3238.95;285;231.3;1.74;257;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:15:11;17942.612;3238.95;284;231.5;1.74;10;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:16:11;17942.617;3238.95;286;230.9;1.77;29;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:17:11;17942.621;3238.95;283;230.7;1.76;48;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:18:11;17942.626;3238.95;284;230.4;1.76;67;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:19:11;17942.631;3238.95;283;230.9;1.75;86;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:20:11;17942.636;3238.95;282;231.2;1.75;104;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:21:11;17942.64;3238.95;282;231;1.74;123;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:22:12;17942.645;3238.95;281;231.4;1.73;142;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:23:12;17942.652;3238.95;390;230.3;2.02;169;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:24:12;17942.658;3238.95;392;230.1;2.04;195;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:25:12;17942.665;3238.95;391;230.3;2.04;221;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:26:12;17942.671;3238.95;390;230.5;2.01;247;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:27:12;17942.678;3238.95;389;230.7;2.01;273;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:28:12;17942.684;3238.95;282;230.8;1.75;298;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:29:12;17942.689;3238.95;283;231;1.76;317;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:30:13;17942.693;3238.95;291;230.9;1.81;11;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:31:13;17942.698;3238.95;279;231.7;1.72;30;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:32:13;17942.703;3238.95;277;231.5;1.71;49;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:33:13;17942.708;3238.95;298;231.9;1.83;68;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:34:13;17942.713;3238.95;298;232;1.83;88;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:35:13;17942.718;3238.95;294;232.2;1.81;108;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:36:13;17942.723;3238.95;294;232.1;1.81;128;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:37:15;17942.727;3238.95;231;232.1;1.45;144;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:38:15;17942.73;3238.95;202;231.8;1.39;158;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:39:16;17942.734;3238.95;198;232.4;1.37;172;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:40:16;17942.737;3238.95;198;232.7;1.38;185;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:41:16;17942.74;3238.95;179;232.7;1.26;198;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:42:16;17942.743;3238.95;179;232.8;1.25;209;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:43:16;17942.746;3238.95;180;232.3;1.23;221;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:44:16;17942.749;3238.95;179;231.7;1.25;233;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:45:16;17942.752;3238.95;179;231.4;1.26;7;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:46:16;17942.755;3238.95;178;231.6;1.25;19;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:47:16;17942.758;3238.95;178;231.4;1.25;31;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:48:16;17942.761;3238.95;178;231.2;1.24;43;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:49:16;17942.764;3238.95;178;231.4;1.25;55;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:50:16;17942.767;3238.95;176;230.9;1.24;67;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:51:16;17942.77;3238.95;178;231.1;1.25;79;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:52:16;17942.773;3238.95;177;231.3;1.25;91;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:53:16;17942.776;3238.95;179;231.3;1.25;103;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:54:16;17942.779;3238.95;180;231.1;1.26;114;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:55:16;17942.782;3238.95;180;230.8;1.28;126;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:56:17;17942.785;3238.95;179;230.2;1.27;138;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:57:17;17942.788;3238.95;178;230.2;1.28;150;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:58:17;17942.791;3238.95;179;230.6;1.27;162;1955;2025-11-01:18:45:00;8729.905
2025-11-02:00:59:17;17942.794;3238.95;178;231.1;1.27;174;1955;2025-11-01:18:45:00;8729.905
2025-11-02:01:00:17;17942.797;3238.95;179;230.6;1.27;7;1955;2025-11-01:18:45:00;8729.905
2025-11-02:01:01:17;17942.8;3238.95;179;231.9;1.26;19;1955;2025-11-01:18:45:00;8729.905
2025-11-02:01:02:17;17942.803;3238.95;179;231.9;1.26;31;1955;2025-11-01:18:45:00;8729.905
2025-11-02:01:03:17;17942.806;3238.95;178;231.4;1.25;43;1955;2025-11-01:18:45:00;8729.905
2025-11-02:01:04:17;17942.811;3238.95;281;231.5;1.48;61;1955;2025-11-01:18:45:00;8729.905
2025-11-02:01:05:17;17942.815;3238.95;290;231.5;1.52;80;1955;2025-11-01:18:45:00;8729.905
2025-11-02:01:06:17;17942.821;3238.95;309;231.5;1.65;101;1955;2025-11-01:18:45:00;8729.905
2025-11-02:01:07:17;17942.826;3238.95;308;231.8;1.65;122;1955;2025-11-01:18:45:00;8729.905
2025-11-02:01:08:17;17942.831;3238.95;308;231.2;1.64;142;1955;2025-11-01:18:45:00;8729.905
2025-11-02:01:09:17;17942.836;3238.95;307;231.4;1.65;163;1955;2025-11-01:18:45:00;8729.905
2025-11-02:01:10:17;17942.84;3238.95;203;232.5;1.39;177;1955;2025-11-01:18:45:00;8729.905
2025-11-02:01:11:17;17942.843;3238.95;204;233;1.4;190;1955;2025-11-01:18:45:00;8729.905
2025-11-02:01:12:17;17942.846;3238.95;206;233.6;1.39;204;1955;2025-11-01:18:45:00;8729.905
2025-11-02:01:13:18;17942.85;3238.95;208;233.1;1.39;218;1955;2025-11-01:18:45:00;8729.905
2025-11-02:01:14:18;17942.853;3238.95;191;232.9;1.3;231;1955;2025-11-01:18:45:00;8729.905
2025-11-02:01:15:18;17942.856;3238.95;188;232.7;1.3;8;1955;2025-11-01:18:45:00;8729.905
2025-11-02:01:16:18;17942.859;3238.95;186;232;1.29;20;1955;2025-11-01:18:45:00;8729.905
2025-11-02:01:17:18;17942.863;3238.95;186;232;1.3;33;1955;2025-11-01:18:45:00;8729.905
2025-11-02:01:18:18;17942.866;3238.95;186;232.2;1.29;45;1955;2025-11-01:18:45:00;8729.905
2025-11-02:01:19:18;17942.869;3238.95;186;232.9;1.3;58;1955;2025-11-01:18:45:00;8729.905
2025-11-02:01:20:18;17942.872;3238.95;186;233.3;1.29;70;1955;2025-11-01:18:45:00;8729.905
2025-11-02:01:21:18;17942.875;3238.95;185;233.2;1.29;82;1955;2025-11-01:18:45:00;8729.905
2025-11-02:01:22:18;17942.879;3238.95;262;232.4;1.69;100;1955;2025-11-01:18:45:00;8729.905
2025-11-02:01:23:18;17942.884;3238.95;250;233;1.63;117;1955;2025-11-01:18:45:00;8729.905
2025-11-02:01:24:18;17942.888;3238.95;249;233.1;1.65;133;1955;2025-11-01:18:45:00;8729.905
2025-11-02:01:25:18;17942.892;3238.95;255;233.4;1.67;150;1955;2025-11-01:18:45:00;8729.905
2025-11-02:01:26:18;17942.896;3238.95;252;232.8;1.66;167;1955;2025-11-01:18:45:00;8729.905
